DISTRIBUIDOR,OCTUBRE,,NOVIEMBRE,,DICIEMBRE,,ENERO,,FEBRERO,,MARZO,,ABRIL,,MAYO,,JUNIO,,JULIO,,AGOSTO,,SEPTIEMBRE,
100 VOLTIOS,58.24,0.00,58.24,0.00,58.24,0.00,59.69,3.00,61.99,7.00,65.07,12.00,67.71,15.00,69.21,17.00,71.68,19.00,75.69,26.00,79.05,31.00,79.05,31.00
